motif_id,title,description
m198a2,Rubin with a flaw,"A wise man demonstrates that an object considered by others as valuable (a precious stone, a sword, etc.) have a flaw and is worthless"
m198a3,Who did steal the ruby?,One of the brothers steals a treasure for which all of them have equal rights or he is a bastard. Brothers come to a powerful person and want him to say who of them is the thief or the bastard. Usually the person tells a story and discovers the guilty one considering his reaction
m198a4,Which was the noblest act?,"Listeners of a story must answer whom they liked more: a husband who let his wife go to another man, a robber who did not harm her, or the other man who immediately sent her back to her husband"
m198b,The pretended astrologer,"A king (landlord, etc.) suggests to guess what he has in his hand (in a box, etc.). A man gives the correct answer pronouncing by chance the name of an object or creature that was in the box"
m198b1,"Crab by name, the astrologer","A king (landlord, etc.) suggests a man whose name was Crab to guess what is in the box (on the plate under a cover, etc.). It is a crab (crabs) there. The man says that now you, Crab, is caught. People think that he gave the correct answer"
m198b2,"Grasshopper by name, the astrologer","A king (landlord, etc.) suggests to guess what he has in his hand (in a box). It is an insect there (usually a grasshopper). The man says that now you, Grasshopper, is caught. People think that he gave the correct answer"
m198b3,Roof of the mosque falling in,"A pretended diviner finds by chance stolen objects, he is generously rewarded. Once he, for some reason, pushes in the most impolite way the ruler (the people) out of the building. Immediately after this the roof of the building falls in. The prestige of the diviner becomes higher than ever"
m199,Squeezing the (supposed) stone,"A man or a weak animal and an ogre (giant, devil) have a contest to see which of them can squeeze a stone. The man squeezes a cheese (egg, turnip) and thus intimidates the ogre"
m199a,Extracting brain from the earth,"A man buries something half-liquid and soft (animal bowels, eggs, etc.). He stamps (shoots an arrow) at this place and claims that got to extract brains (bowels, etc.) from the earth"
m199b,Not a stone but a bird is thrown,An ogre (devil etc.) and a man compete to determine who can throw a stone higher or to a greater distance. The man throws not a stone but a bird.
m199c,Throwing a club,A man pretends that he had thrown or is going to throw a heavy object to the sky (to the clouds). His adversary asks him not to do it.
m199c1,Throwing contest,"An ogre (devil etc.) pretends to throw a stone or other heavy object so far that it will destroy people beyond the sea (mountains, etc.) (where ogre’s relatives live)"
m199d,Wrestling and running contests,"An ogre (devil, etc.) challenges a man to a wrestling and/or running contest. The man sends his “relative” – a bear to wrestle and a hare to run"
m199d1,Climbing contest (ogre and squirrel),An ogre (giant) challenges a man to a climbing contest. The man persuades the ogre to compete with the man’s child – a squirrel – instead of himself. The squirrel wins
m199e,Carrying the horse,"An ogre (devil, etc.) and a man take turns in carrying a horse. The ogre carries it on his back and is soon exhausted and the man “takes the horse between the legs”, i.e. rides it"
m199f,Pulling the lake together,"Person threatens the devils (water dwellers, etc.) that he will deprive them of their home (pull together or stir up a lake, dry the sea, build a church where the devils live, etc.). The devils (fish, etc.) fulfill person’s demands"
m199g1,Carrying a tree with an ogre,"An ogre (devil, a strong animal, etc.) and a man (a weaker animal) carry a tree. The man tricks the ogre who carries the heavy bottom-end while the man sits on a branch or walks pretending to carry his burden"
m199g2,Carrying a thorny pole,A man and a tiger carry meat on a pole. The man tricks the tiger to take the thorny end of the pole and the tiger suffers from pain
m199h,The disemboweled ogre,Person hides a bag under his clothes and puts their food that he is supposed to eat. Cutting the bag open he pretends that disembowels himself to get rid of extensive food. His adversary tries to do the same and kills himself
